10.00 -0.539880463545 -.105835448262 -.052917763545
20.00 -0.513421601083 -.052917723338 -.026458901083
30.00 -0.504601980263 -.035278481696 -.017639280263
40.00 -0.500192169852 -.026458860876 -.013229469852
50.00 -0.497546283606 -.021167088383 -.010583583606
100.00 -0.492254511114 -.010583543398 -.005291811114
200.00 -0.489608624868 -.005291770906 -.002645924868
300.00 -0.488726662785 -.003527846742 -.001763962785
400.00 -0.488285681744 -.002645884660 -.001322981744
500.00 -0.488021093120 -.002116707411 -.001058393120
600.00 -0.487844700703 -.001763922578 -.000882000703
700.00 -0.487718706120 -.001511933411 -.000756006120
800.00 -0.487624210183 -.001322941537 -.000661510183
900.00 -0.487550713343 -.001175947856 -.000588013343
1000.00 -0.487491915871 -.001058352912 -.000529215871
